id,vader_neg,vader_neu,vader_pos,vader_compound,snippet.textOrginal,snippet.likeCount,snippet.publishedAt
UgyHA9BQJp0YwSZoD014AaABAg,0.0,0.826,0.174,0.2263,the Jay Foreman moment made this 42 minutes worth it,3,2020-04-21T11:19:52Z
UgynHj2fr9CtE5PBA814AaABAg,0.0,1.0,0.0,0.0,how about Suzy Lu?,2,2020-04-21T11:05:12Z
UgwwIRxfohIzA7V6gsV4AaABAg,0.0,0.588,0.412,0.6369,The best use of a Jay Foreman cameo,2,2020-04-21T09:26:48Z
Ugz-9FDMciFpryKCFOB4AaABAg,0.114,0.65,0.236,0.3612,"Creative commons: *exist*
Memers: I'm gunna pretend I din't see that",0,2020-04-21T06:33:48Z
Ugwkt7YIgEJHLN8awkp4AaABAg,0.0,0.952,0.048,0.2732,"This is one of very few youtube videos that are longer than 5mins that I've watched through. Well done. Also I may have A.D.D. 
What if you have a Pikachu doll on your bed in your video, can you get a cease and desist from that?",0,2020-04-21T06:31:54Z
UgxbUxrAvoOhLJ6aQxN4AaABAg,0.0,1.0,0.0,0.0,2:57 Me whenever my phone rings,0,2020-04-21T06:22:59Z
UgzcQa-0bnOR9n0Fw7p4AaABAg,0.218,0.782,0.0,-0.8025,Hold up a second. Does Britain actually have tonal distinctions on homonyms? I did not know there was a difference between dispute and dispute. I'm no English major but I've heard them used interchangeably without dispute for years. Educate me?,0,2020-04-21T06:18:06Z
UgxKfGIvn4ioYtybB-94AaABAg,0.944,0.056,0.0,-0.9186,"disputes
disputes
disputes
disputes
disputes
disputes
disputes
disputes...




conflict.",0,2020-04-21T05:45:35Z
UgydzRc0KmnIHrmHdEZ4AaABAg,0.0,0.867,0.133,0.25,"Just as Tom says ""largest ad- - -,"" at 27:25, YouTube plays an ad.

Hmmm...",0,2020-04-21T05:09:44Z
UgyDA0xlAkTEmQQjHHN4AaABAg,0.0,0.824,0.176,0.128,"What, Legal Eagle was in here? Wild times.",0,2020-04-21T04:57:03Z
UgyE_9blvNu28SiLVPt4AaABAg,0.132,0.814,0.054,-0.7743,"re: ""GIF"" pronunciation - there's another file-format called JPEG Interchange Format. JIF.
JIF exists. Twitter uses a variant called JFIF (which is awful and can't be previewed on Discord, but that's digressing).
If you pronounce ""GIF"" as ""JIF"", you're phonetically conflating two separate interchange formats. Unless you want people to use the European phoneme for J and call the format ""YIFF"", *BUT I HIGHLY DOUBT YOU ACTUALLY WANT THAT.*",540,2020-04-21T03:22:15Z
UgyWjcpYW6b1Yj6Ft_R4AaABAg,0.0,0.8,0.2,0.128,That Legal Eagle cameo was absolute gold,0,2020-04-21T03:13:45Z
Ugx7GcTq2QJH0Mi5Tg54AaABAg,0.0,0.689,0.311,0.8981,"I can't believe I watched this entire video, but Tom really has a way of keeping you interested in the subject while being extremely informative. Great video!",0,2020-04-21T02:54:12Z
Ugye5CnTjSDIkdB08Wl4AaABAg,0.2,0.8,0.0,-0.5423,People who react to content that isnt related to them is just boring. I have no idea why they even exist.,0,2020-04-21T02:26:48Z
UgxYwtxJVfY2s5Ws5nt4AaABAg,0.0,1.0,0.0,0.0,"Tom: or being one of the biggest advertising fir.....
Youtube: (2 minute ad starts)",3,2020-04-21T01:24:35Z
UgwJnBDlal9chs5IM4l4AaABAg,0.0,0.795,0.205,0.8788,"I do think there should be some distinction for mascots, logos and the like. Sure I support an animation that is a twist on Steamboat Willy once Mickey's copyright runs out. But just making cheap merch of other businesses active mascots you don't own seems unfair to me. Even if their origin was decades ago.",0,2020-04-21T01:00:58Z
UgzLvuibWOm2zPt8w3p4AaABAg,0.0,1.0,0.0,0.0,Lifetime if the copyright is owned by an individual. 50 years if the copyright is owned by a company.,0,2020-04-21T00:53:23Z
Ugxpe1CQAJ8NkHNVZmx4AaABAg,0.0,0.865,0.135,0.3818,"I thought Youtube had broad protections from suits like that because they're a platform not a publisher, or does that just matter in cases of defamation and libel?",0,2020-04-21T00:38:32Z
UgyUJUHQ15_1Y-pJ9hB4AaABAg,0.123,0.877,0.0,-0.1027,"""Outlier"" ah I see the bias begins already, I think you mean average",0,2020-04-20T23:51:42Z
Ugwk07h7xi44lK6uoKV4AaABAg,0.092,0.85,0.058,-0.2746,"27:55 back when videos couldn't be monetized, I remember watching tons of AMVs and compilations. As a kid, I didn’t see any problem with it. Of course I had watched the show of tv! This was me going back to watch my favorite moments set to music or played back-to-back. The idea that someone was making money off the video was just ridicolous back then. There's no way to make money off of it because you didn't create the show or the music, you were just cutting it together.",0,2020-04-20T23:48:55Z
UgyE4f44U2hYRwjipe54AaABAg,0.087,0.913,0.0,-0.0857,"Walt Disney copied Cinderella, Snow White, Pinocchio,etc. But now they don't want anyone copying them.",0,2020-04-20T23:11:31Z
UgzhKaSxAgg0yGAxG6h4AaABAg,0.649,0.351,0.0,-0.5719,I am in depression.,0,2020-04-20T23:04:17Z
Ugy8r2gJW4F--cFy8Hh4AaABAg,0.0,1.0,0.0,0.0,"Copy Right Law is a draconian illogical concept, change my mind.",0,2020-04-20T22:55:37Z
UgxWv9xClpche9ULwvx4AaABAg,0.0,1.0,0.0,0.0,the economy isn't broken.the world is.,0,2020-04-20T22:26:51Z
Ugw8LxyCxgHKjq7O6nZ4AaABAg,0.0,0.7,0.3,0.4588,One of the longest videos I watched with interest 😎,0,2020-04-20T21:32:20Z
UgwTgWTeRPW--Fp_-Op4AaABAg,0.0,0.65,0.35,0.5106,"11:52 holy moly you got legal eagle to that
Nice",0,2020-04-20T21:21:52Z
UgxR13kJhnBTwEeZNwN4AaABAg,0.0,1.0,0.0,0.0,JAY FOREMAN!,0,2020-04-20T21:08:56Z
Ugzc67Xsew8doCDdyI54AaABAg,0.0,1.0,0.0,0.0,why didn't I know Mumbo's name is Oli?,0,2020-04-20T20:45:17Z
UgzvUk8PvY5q6eEklHV4AaABAg,0.0,0.827,0.173,0.838,"I just clicked on the Ad to give you a tiny bit more of revenue. :) Or probably I gave it to a company sueing you for using some of their work in your video... I really don't know! Anyways, as always, awesome video, Tom!",0,2020-04-20T20:21:50Z
Ugy3FaFGgL4y9jRNEpR4AaABAg,0.0,1.0,0.0,0.0,I didn't even understand how I watched all 42 minutes of video.,0,2020-04-20T20:05:53Z
UgzB8OAEyk9-3IzVZGh4AaABAg,0.0,1.0,0.0,0.0,Jay Foremaaan,0,2020-04-20T19:41:10Z
Ugxcm94SXez1QsdHOrF4AaABAg,0.11,0.543,0.347,0.8809,Calling legal eagle a real lawyer seems generous. Calling people who play video games horrible gamer children isn't exactly argument in good faith. Changes in video quality and aspect ratio for no reason don't make the video better.,0,2020-04-20T19:11:18Z
Ugw9ZVKs0Yr9T7o9eip4AaABAg,0.0,1.0,0.0,0.0,I wonder whether Tom's wild right-hand gestures will be copyrighted in the future,0,2020-04-20T17:39:59Z
Ugz7HG7tQlB_Wb4xppZ4AaABAg,0.0,0.711,0.289,0.7579,"brilliant video, cant think of someone else that could keep me interested for this long in this topic",0,2020-04-20T17:29:34Z
Ugx4nmCepHGZZofPwbJ4AaABAg,0.0,1.0,0.0,0.0,Mumbo!,0,2020-04-20T17:28:17Z
UgwtYQ5nfVeS4e7oFqV4AaABAg,0.091,0.818,0.091,0.0,"*uses few second clip of a song*

Billion dollar company who basically has a profit bigger than Central Africa Republic GDP: ""you took my only food, now im gonna starve""",1577,2020-04-20T17:22:02Z
Ugy8IXeFNKXrY-iG9MF4AaABAg,0.0,0.737,0.263,0.3612,"As a twitch streamer, thank you for this knowledge.",0,2020-04-20T17:19:12Z
UgzVi2fAMM0lCVCW6tF4AaABAg,0.0,1.0,0.0,0.0,"Hey, YouTube has noticied that this video is 42 minutes long, and enabled chapters for this video.",0,2020-04-20T17:10:00Z
UgygO3iZ42hLh2c9DYF4AaABAg,0.141,0.785,0.074,-0.8299,50 years total or 50 years after death ? It seems you are saying 50 years total which is absurd. Do you know how many old men are living off of music they made in the 60's ? It should certainly be until death and then a bit more. Unless owned by a corporation. If a corporation owns the rights it should be 50 years total from creation. If it's privately owned I'm fine with death + 70 years.,0,2020-04-20T17:02:13Z
Ugxqmjf8MhJwZiz2NKx4AaABAg,0.0,1.0,0.0,0.0,how does this guy do this in one take,0,2020-04-20T17:02:08Z
UgxaJstowuXKmGXaSoF4AaABAg,0.0,1.0,0.0,0.0,how'd you break my youtube watch bar thingy?,1,2020-04-20T16:58:52Z
Ugw-f6-slLskLrMBcfp4AaABAg,0.057,0.799,0.144,0.5267,8m59s.... That lower octave C you played there resembles a (very short) song I wrote back in 2001 of which Householdname Records of London owns both the publishing and mechanical copyrights. See you in court my friend.,0,2020-04-20T16:44:08Z
UgwiajC6pmrWf17tO_l4AaABAg,0.0,0.676,0.324,0.5191,"Huh? Labled parts of a video? Interesting feature, YouTube!",1,2020-04-20T16:42:27Z
UgxqKtPSt24fFnRchbV4AaABAg,0.0,1.0,0.0,0.0,there actually time stamps embedded... im impressed...,0,2020-04-20T16:31:01Z
Ugwd8xdJPktEkTloRB54AaABAg,0.0,0.516,0.484,0.6892,Great Scott ! Umm I mean Tom Scott !,0,2020-04-20T16:15:58Z
UgyuhXpVLSoTmaAKJl14AaABAg,0.146,0.854,0.0,-0.338,ok.. a game review? obviously they don't pursue free advertisers but in the law could they??,0,2020-04-20T15:54:44Z
UgyrdN2Os8a1E9saahl4AaABAg,0.032,0.781,0.187,0.7728,"Tom, streaming and uploading games on the internet has a positive effect on sales, not a negative one. Seriously. Not all games have a very linear story and nothing else to them. And, companies often pay YouTubers/streamers to upload/stream their games.",7,2020-04-20T13:40:14Z
UgxXgxg0YGfai6-GToF4AaABAg,0.216,0.784,0.0,-0.296,No one will try to sue law school parody 🤣,0,2020-04-20T13:27:29Z
UgxjWRy0juaC3MvzLzx4AaABAg,0.0,1.0,0.0,0.0,Ouchie brain,0,2020-04-20T12:51:54Z
UgxlhiXJk3JqCSM1YqZ4AaABAg,0.0,0.904,0.096,0.4871,"Something i'm curious about is how youtubers actually get the footage which they then use. In this video, for example, where did that footage from Mystery Science Theatre 3000 come from? Is there a legal way to get that footage for editing?",17,2020-04-20T12:11:11Z
UgwLrFZi6ndXB8y9w4t4AaABAg,0.0,0.667,0.333,0.4588,Suzy Lu. All i am gonna say :),1,2020-04-20T10:04:22Z
UgyNVWk4gq9Q9xQPmK54AaABAg,0.0,1.0,0.0,0.0,11:52,0,2020-04-20T09:59:37Z
UgwwJi4cAL1rlbY0aFd4AaABAg,0.045,0.745,0.21,0.7875,"Why doesn't copyright only apply to commercial uses? If I post a funny video with a bunch of pictures I found online it should be fine as long as I'm not profiting from it. Just like with piracy (personal use OK, commercial use not OK)",0,2020-04-20T09:34:23Z
Ugz5LivwDIhmIK57PYN4AaABAg,0.0,1.0,0.0,0.0,"Side note, Seeing Leonard French and Devin Stone making appearances in this made my day.",0,2020-04-20T08:40:56Z
Ugzf3FI4GtvnBe594_Z4AaABAg,0.205,0.695,0.1,-0.5423,"The absurdly generous interpretation would be until death, and the absurdly harsh one would be 15 years. 



If I could wave a wand, it would be 30 years.",0,2020-04-20T08:15:43Z
UgxI2e9PHV0aKgfmIJR4AaABAg,0.259,0.741,0.0,-0.6369,All of these copyright abuse companies have offices and those office have adresses.....,0,2020-04-20T07:33:51Z
UgwX3AilVMmDDvHyd_F4AaABAg,0.0,1.0,0.0,0.0,2:57 AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAH,0,2020-04-20T06:48:25Z
UgxkozUMT1jju16tneh4AaABAg,0.04,0.762,0.198,0.8192,"I think it’s fair, you can’t force someone to be okay with you using their content or something of theirs you you profiting from it, some artists or producers of content like it when people use their stuff and some don’t and it’s okay, you can’t just scream “FAIR USE I CAN USE IT IF I WANT TO ITS NOT FAIR”",0,2020-04-20T06:39:10Z
Ugx2JTOoqgg2PLk7ctN4AaABAg,0.0,1.0,0.0,0.0,tom reacts is ice cold,0,2020-04-20T04:10:40Z
UgxY0ZwXZRXgSwAs_xN4AaABAg,0.179,0.682,0.139,-0.1796,"So glad you called out the ""No copyright infringement intended"" messaging. Drives me nuts when I see people post a whole music video or similar and put that in the description as if it somehow helps.",36,2020-04-20T03:50:20Z
UgyT6p_9ePqAFl2e3gl4AaABAg,0.0,0.674,0.326,0.743,This is a fantastic video that everyone should watch if they are interested in the topic.,0,2020-04-20T03:26:56Z
UgxQRxdXxJgEjyx7add4AaABAg,0.173,0.577,0.25,0.296,I was looking off the screen when I heard Jay Foreman's scream lmao,0,2020-04-20T03:02:43Z
UgxU5x7WkwezKdNqP4d4AaABAg,0.333,0.667,0.0,-0.4588,Now Suzy Lu is abusing the system,0,2020-04-19T23:33:55Z
UgyD2j05UB-BAjcWAWx4AaABAg,0.065,0.9,0.035,-0.3559,"I feel like the ""react"" comments are pointed towards a particular individual, but I'm not so well versed with youtube personalities as of late! Can any point me in the direction of who may be being prodded at?

Of course it could just be the ""react"" community in general",0,2020-04-19T23:33:44Z
UgxlFIL_FRXjzOrzqQp4AaABAg,0.0,0.812,0.188,0.3724,"I read the title as ""YouTube's copyright system isn't broken. The world is.",53,2020-04-19T23:26:56Z
Ugwfm3tVwNu_y0bp-EJ4AaABAg,0.095,0.851,0.054,-0.3632,"I will never understand why content creators would hate free publicity. Meme culture and copyright law don't mix. I really don't see the motive here, other than money. If your work is famous and you're going round with lawyers taking money off people that made it so famous, then people aren't going to like you very much.",1,2020-04-19T23:23:33Z
Ugzl0LqImccdzL4FfJR4AaABAg,0.0,1.0,0.0,0.0,I'm just here for the pronunciation of youchewbe.,2,2020-04-19T23:18:22Z
Ugw_IgFGlVUi-LIdIPd4AaABAg,0.186,0.706,0.108,-0.5106,"Wouldn’t it make sense to at the VERY end of a cover song , sing “and xxx sucks and their music is talentless” in the original tune to claim criticism of the original content ? Or am I mistaken",0,2020-04-19T20:19:45Z
UgyR95N9Zpw6XaW6zod4AaABAg,0.0,0.827,0.173,0.4449,"This is just the philosophical version of ""It's not illegal if you don't get caught""",297,2020-04-19T20:19:38Z
UgzLQd5qDya87DgvPpZ4AaABAg,0.0,0.759,0.241,0.8507,Fab vid!    Tom Scott: you rule!!     ...you have 2 new fans in LA CA USA .....Michael T Wyman and 99 ....Great copyright vid! Awesome job Tom! ...Michael T Wyman fellow YouTuber,0,2020-04-19T19:15:07Z
Ugy7mg1twdRKsT-nlcJ4AaABAg,0.039,0.862,0.1,0.6416,"Just out of curiosity, what are your views on COPPA in regards to YouTube? 
Also would this video fall under the family friendly viewing just due to you showing pikachu in the video?  
And why/how does big companies.. film companies showing movie trailers aimed at children/YouTube's own channel showing child friendly videos etc how do they get away with ignoring the COPPA rules ?",0,2020-04-19T18:26:32Z
UgwClIGONXFO8DTdFXl4AaABAg,0.102,0.754,0.144,0.0772,2.4k down votes. I'm curious as to why people are down voting this as I found it to be a factual and well presented video on a broken system.,0,2020-04-19T18:23:54Z
UgybM4v5JAPWdfrB6TR4AaABAg,0.0,1.0,0.0,0.0,mumbo jumbo = tiny?,0,2020-04-19T18:01:06Z
UgxKUOJhhFytmanTf3F4AaABAg,0.0,1.0,0.0,0.0,look  pewdiepie's video,0,2020-04-19T17:58:11Z
UgyW1RA7q3s1cq5rG414AaABAg,0.0,1.0,0.0,0.0,I think more people should see this.,0,2020-04-19T17:53:00Z
Ugxv4dFyoevjNlmdVeN4AaABAg,0.0,0.667,0.333,0.4572,Yo this chapter thing is so cool,0,2020-04-19T16:36:26Z
Ugwg66HfL0-Ke3jJSR14AaABAg,0.096,0.827,0.077,-0.1779,Copyright should at most be as long as a patent. You shouldn't get to milk some shitty pop song that took 2 seconds to write any longer than someone can profit from actually inventing something.,0,2020-04-19T16:13:10Z
UgyxYDag9E9KnkJYOJt4AaABAg,0.0,0.906,0.094,0.4019,"A Shakespeare IP situation would be hilarious because most of his stories were adaptations of other stories. Romeo and Juliet is a stylistic remake of Ovid's ""Pyramus and Thisbe"".",0,2020-04-19T16:10:14Z
UgyJy07M5sYihsK31gJ4AaABAg,0.159,0.841,0.0,-0.1779,Hearing Tom say Oli instead of Mumbo Jumbo is... weird,1,2020-04-19T16:00:00Z
UgxQfEBG_nRYtk8BNXN4AaABAg,0.0,1.0,0.0,0.0,VR corn simulator? The future is now!,0,2020-04-19T15:22:41Z
UgxWXXjbdmTWL7CaqCN4AaABAg,0.0,1.0,0.0,0.0,"oh, now they will sue giphy -_-",0,2020-04-19T13:04:13Z
Ugx8AS1C3IhpimuKeXl4AaABAg,0.098,0.732,0.171,0.2263,"I swear to god if this boils down to ""capitalism is ebil""",0,2020-04-19T12:54:18Z
UgzJXfdQC1zPSxfJVCJ4AaABAg,0.0,0.759,0.241,0.886,"with my ICT website coursework, I only used Pixabay for the images used and credited them just as a belt and braces system. Pixabay has a license agreement these say they basically the content creates want you to have these images for free unless you do x y or z",0,2020-04-19T11:54:39Z
UgzsPlYfHBQC32yZofd4AaABAg,0.031,0.931,0.038,0.128,"[parody] My ancestors invented fire (discovered and harnessed, in a easy to use form). 

I therefore claim the rights over all forms of combustion.  [/parody]

I have also realised that the use of the [parody][/parody] is reusing 'concepts' that exist in coding, which is also probably copyrighted. 

Taken to the extreme it would shut down all writing, texting and even speaking. 
Many of the phrases we use every day were invented by Shakespeare or advertising companies.",0,2020-04-19T11:45:37Z
