snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
"An actual copyright dispute I had to send to YouTube once:

""The Brandenburg Variation is a public domain work. This particular version I am streaming (as can be seen in the video) was rendered by myself from a MIDI file going into a vocal synthesizer, rendering the lines 'pee is stored in the balls'.""

I don't exactly think Sony has released anything involving that particular libretto.",0.4623154,0.49743372,0.04025096,0.19,0.81,0.0,-0.6093
"The BOTTOM LINE should be, ""did the uploader make money?""  -- Instead it seems to be companies saying,  ""Can we take money from them?""",0.5430672,0.42761976,0.029313004,0.122,0.772,0.106,-0.6072
"One of the largest advertising fir...
Ad starts.",0.031288832,0.64422476,0.32448635,0.12,0.88,0.0,-0.6072
Software patents shouldn’t last 20 years.,0.6239162,0.35100815,0.025075648,0.121,0.828,0.051,-0.6071
Doesn't Warner Music use samples from other songs without paying anyone anything (or even getting permission)?,0.3493679,0.6228311,0.027801028,0.121,0.844,0.035,-0.6059
This got 3.7 million subs? World is really screwed,0.909515,0.0821633,0.0083216205,0.238,0.56,0.202,-0.6059
Props to Legal Eagle for playing a stooge!,0.039587185,0.34820616,0.6122067,0.108,0.837,0.055,-0.6059
This argument is half-baked. A patent feels fundamentally different than a song. Give the songwriters credit for life. People can still record cover versions of songs legally.,0.31775737,0.59722847,0.0850142,0.122,0.836,0.042,-0.6058
Well. You totally give some big corps the idea to sue Giphy haha,0.29774016,0.5261108,0.17614897,0.093,0.88,0.028,-0.6052
"I didn't know closed captions could be as fancy as this, appearing all over the place and even in color!  Never seen that before on a video!",0.023995077,0.12253512,0.8534698,0.127,0.815,0.058,-0.605
"I think if we had a relativley high ubi, it would be justified to scrap copyright for art... So people do art for art, not for money. But I'm a communist so no idea how many people agree XD",0.09564345,0.5239745,0.38038203,0.11,0.842,0.048,-0.6049
29:35 What's under the sidewalk Tom's walking on? Looks like there's something down there: glass bricks embedded in the pavement.,0.2643058,0.70350397,0.0321903,0.145,0.796,0.06,-0.6041
So no art is new because it's like another piece of art?,0.24361299,0.67970306,0.076684,0.263,0.737,0.0,-0.6037
"In addition, for a copyright to remain valid, the work in question MUST remain available.  What good is it to own the copyright when the work is out of print or non circulated.  Currently, you cannot copy an out of print piece of music for performance even if you cannot get copies from the copyright holder.",0.4904179,0.4486214,0.060960658,0.176,0.721,0.103,-0.6034
That small claims thing really just show the nice little things you come to appreciate about the UK,0.025295703,0.1788008,0.7959035,0.163,0.837,0.0,-0.5994
You get Nebula for free when you join CuriosityStream... Doesn't sound very free if you pay for it,0.38334388,0.5145466,0.102109544,0.328,0.672,0.0,-0.5994
"When it comes to music copyright, those standards should be as stringent as possible, and maintaining copyright into perpetuity would make absolute sense, if the beneficiary was the writer and creator (or the artist and creator of the original popular work), and not some faceless corporation. If musical artists and songwriters hadn't been so royally raped by companies like Spotify and Pandora, maybe things would look a little different. But the amount of money available to the creators versus the amount of money taken by streaming services compared to 20 years ago has been decimated twice over, and not compensating the creators is how you get them to stop creating at all. No one ever takes the concept of ""the tipping point"" into consideration in these conversations.",0.56290835,0.3740324,0.06305922,0.14,0.86,0.0,-0.5994
"Entire time in this video I was thinking, TikTok",0.09331571,0.773303,0.13338128,0.495,0.505,0.0,-0.5994
27:50 Don't touch your face!,0.33028924,0.6071512,0.062559515,0.206,0.794,0.0,-0.5994
7:12 not Tom foreshadowing the worst apology video that would be released 3 years later 💀,0.8234042,0.15905622,0.01753959,0.237,0.694,0.069,-0.5994
0:06 @Evan Edinger It's your room!,0.026680704,0.68619496,0.2871243,0.108,0.844,0.048,-0.5994
What if you take a picture of the picture and upload that..? Doesn't it then become an original work therefore your property to do with as you please? Like I get that if you just copy and paste and re upload something. That's copyright infringement. But what if you personally take a picture of the picture...,0.46312037,0.48196667,0.05491298,0.268,0.628,0.105,-0.5994
Thanks for this! It’s about time people educate themselves about copyright laws and stop scapegoating publishers and labels for their own copyright infringements.,0.14497045,0.45660418,0.39842537,0.189,0.811,0.0,-0.5994
27:25 I see what you did there with that ad,0.31839743,0.6386767,0.042925797,0.308,0.692,0.0,-0.5994
The world is broken*,0.94957334,0.045767486,0.0046590636,0.495,0.505,0.0,-0.5994
0:35 this got me good.,0.0026581464,0.059739552,0.93760234,0.38,0.62,0.0,-0.5994
"I think a better idea would be a 70 year life span that starts to degrade after 25 years. So slowly certain rights are released. for instance, you should be able to make unlicensed covers of songs before you can just start selling the actual recordings of it. I think performances of work should be more protected than the work itself, using clips from a video should be possible before just reuploading the whole thing is. The idea of a fixed line is kind of insane",0.41008553,0.48219016,0.10772431,0.145,0.855,0.0,-0.5994
"""You habe to be [...] one of the largest advertising firms.""
*Ad plays*",0.050414957,0.6698368,0.2797482,0.302,0.698,0.0,-0.5994
Just abolish copyright.  Problem solved.,0.2056835,0.50970316,0.28461334,0.145,0.855,0.0,-0.5994
How was there ever conflict with the pronunciation of gif its just 3 common words,0.15465914,0.74946225,0.09587861,0.308,0.692,0.0,-0.5994
More long videos please,0.027136652,0.4837757,0.48908764,0.136,0.864,0.0,-0.5994
Is tom a lawyer :<,0.21733959,0.7532478,0.029412646,0.328,0.672,0.0,-0.5994
"... Perhaps, in the event of copyright being only 20-30 years, could have the original creators have the ability to reapply for it if they are still making above a certain amount of money from it at that point.",0.03030695,0.86377174,0.10592136,0.206,0.794,0.0,-0.5994
"I was weary about watching this for quite some time because 42 minutes feel like a big invesment, but when I got to watch this I was instantly hooked. I loved it.",0.010171719,0.035310116,0.95451814,0.328,0.672,0.0,-0.5994
"Get a license, or just create your own content.
Make sure you Copyright and/or keep a chain of custody.",0.058713157,0.84625196,0.09503483,0.13,0.87,0.0,-0.5994
mumbo jumbo :0,0.047593635,0.7122877,0.24011864,0.358,0.642,0.0,-0.5994
"you forgot about the lawyers that make their ""Porsche money"" off copy-write suits",0.5568132,0.40399683,0.039190013,0.083,0.917,0.0,-0.5994
is there a copyright infringement version of no homo?,0.35660017,0.62818366,0.015216179,0.163,0.837,0.0,-0.5994
Wait... you're from the UK? You obviously dont know what your talking about. Your not even allowed to enjoy memes in the UK.,0.9521044,0.04430561,0.0035900034,0.218,0.782,0.0,-0.5994
I found some local recordings of Welsh Male Choir to go with film of old industrial sites...and notified that someone else owned the music- two different songs/hymns and two different companies saying they owned it- they did so I contested it...and 28 days later the claim was dropped. Lots of publishing companies just claim stuff they don't actually own.,0.5316609,0.43013483,0.03820427,0.349,0.533,0.118,-0.5994
I think to death is more reasonable than 50 years.,0.21285293,0.6170018,0.17014535,0.328,0.672,0.0,-0.5994
That pronunciation of Pachelbel made me wince,0.6014532,0.3485091,0.050037734,0.231,0.769,0.0,-0.5994
quarantine can do a lot :))),0.0092614405,0.17973132,0.81100726,0.394,0.606,0.0,-0.5994
yaay jay foreman ! :D,0.0028933857,0.16686338,0.83024323,0.358,0.642,0.0,-0.5994
Can we just vote this guy for president yet?,0.7043584,0.2725457,0.023095913,0.328,0.672,0.0,-0.5994
"*** ** ******* ** **
oh, someone write this comment before. now i have to give him all my money :(",0.8724572,0.11545896,0.012083781,0.302,0.698,0.0,-0.5994
Legal eagle? Is that his name? I don't know but I recognize that youtube lawyer,0.15455715,0.75906986,0.08637298,0.394,0.606,0.0,-0.5994
"Hard mode: disputes
Easy mode: conflicts",0.3798457,0.56635684,0.053797454,0.328,0.672,0.0,-0.5994
"Finally someone saying what I am thinking a very long time. In Dutch copyright is called author right (auteursrecht) I say: author dead, right dead. But 50 year is very reasonable and better.",0.2177544,0.5001676,0.28207803,1.0,0.0,0.0,-0.5994
So i have a question. Can i use the music and putvthe link and music in the description do you get claimed?,0.1110785,0.85334975,0.03557174,0.237,0.763,0.0,-0.5994
"I've always looked at those videos which clearly infringe upon copyright, with their claims of 'No copyright infringement intended', and considered it almost perfectly analogous to stealing someone's wallet, and whilst running away, screaming ""No wallet theft intended!!!"". Those words have no legal heft whatsoever.",0.7471221,0.22450969,0.028368145,0.245,0.755,0.0,-0.5994
"Me: Communism is a terrible idea, never worked, never will
Tom Scott: Post Scarcity, Star Trek, Space Communism
Me: You had me from Space.",0.7593244,0.21463512,0.026040478,0.245,0.755,0.0,-0.5994
Sounds like something YouTube would say,0.35000607,0.59560096,0.0543929,0.1,0.9,0.0,-0.5994
"Gonna get Giphy sued, bro... 😂",0.30287984,0.6009944,0.096125774,0.14,0.86,0.0,-0.5994
"May I suggest a simple and fair solution? Let's eat the rich. Clearly they will supply us with the extra protein we need in these quarantined days. Then when they are all well cooked and recycled, we can write a new Copyright law.",0.10047938,0.5048363,0.39468428,0.262,0.738,0.0,-0.5994
"Cuba abolished copyright system, imagine rest of the world follow suit.",0.10255004,0.6436265,0.25382343,0.206,0.794,0.0,-0.5994
hate to be young,0.7876999,0.18952334,0.022776885,0.38,0.62,0.0,-0.5994
tomreacts needs to be created,0.1814185,0.7655163,0.053065196,0.494,0.506,0.0,-0.5994
Unrelated but if I close my eyes you sound like Nigel Barker😍,0.015242952,0.22559668,0.75916034,0.394,0.606,0.0,-0.5994
The U.S. kowtowing to large corporations? Say it ain't so!,0.5278721,0.42031986,0.0518081,0.102,0.855,0.043,-0.5984
"50 years is ridiculous. It should absolutely be the life of the creator. Not after, but not before. Paul McCartney and Ringo Starr should not lose their rights to the Beatles music. When they die, okay. But before that, is cruel, and completely contradictory to personal freedom and liberties.",0.63778824,0.31107664,0.051135167,0.261,0.739,0.0,-0.5983
